original_index,positive_sentences,integrated_sentences,doi
130/267,"This requirement is satisﬁed for a narrow gap Dirac material because the real part of the optical conductivity scales linearly with frequency [2, 35] and the imaginary part of the dielectric tensor ϵ = 1+iσ/ω remains small as a function of frequency.","As described in [2, 9] for the scattering amplitude between the incident dark matter and the target to be large, it is beneﬁcial that the photon is not strongly screened by the medium where it propagates, compared to a metal. This requirement is satisﬁed for a narrow gap Dirac material because the real part of the optical conductivity scales linearly with frequency [2, 35] and the imaginary part of the dielectric tensor ϵ = 1+iσ/ω remains small as a function of frequency.",129/10.1088/2515-7639/ab3ea2
136/267,"6. Conclusion In this work we have studied the band structure of chiral two narrow gap semiconductors under pressure, Ag3AuSe2 and Ag3AuTe2 as candidates for dark matter detection for the ﬁrst time, as well as the optical conductivity for diﬀerent values of lattice parameters of the most promising candidate, Ag3AuSe2.","Although a full analysis of the detection capabilities is out of the scope of this work, the above discussion suggests that a detector that combines diﬀerent samples of Ag3AuSe2 with diﬀerent lattice parameters can be useful to screen diﬀerent ranges of dark matter masses. 6. Conclusion In this work we have studied the band structure of chiral two narrow gap semiconductors under pressure, Ag3AuSe2 and Ag3AuTe2 as candidates for dark matter detection for the ﬁrst time, as well as the optical conductivity for diﬀerent values of lattice parameters of the most promising candidate, Ag3AuSe2.",129/10.1088/2515-7639/ab3ea2
137/267,"We found that increasing the pressure decreases the Fermi velocity, and results in a larger gap.","6. Conclusion In this work we have studied the band structure of chiral two narrow gap semiconductors under pressure, Ag3AuSe2 and Ag3AuTe2 as candidates for dark matter detection for the ﬁrst time, as well as the optical conductivity for diﬀerent values of lattice parameters of the most promising candidate, Ag3AuSe2. We found that increasing the pressure decreases the Fermi velocity, and results in a larger gap.",129/10.1088/2515-7639/ab3ea2
138/267,"As the pressure increases these band structure features translate into a slower change of slope of the optical conductivity as the frequency increases, into a nearly linear frequency dependence.","We found that increasing the pressure decreases the Fermi velocity, and results in a larger gap. As the pressure increases these band structure features translate into a slower change of slope of the optical conductivity as the frequency increases, into a nearly linear frequency dependence.",129/10.1088/2515-7639/ab3ea2
139/267,"We showed that Ag3AuSe2 satisﬁes three important requirements to be a candidate as a target material for light dark matter detection: a meV gap, shallow Fermi velocities, and small absorption.","As the pressure increases these band structure features translate into a slower change of slope of the optical conductivity as the frequency increases, into a nearly linear frequency dependence. We showed that Ag3AuSe2 satisﬁes three important requirements to be a candidate as a target material for light dark matter detection: a meV gap, shallow Fermi velocities, and small absorption.",129/10.1088/2515-7639/ab3ea2
148/267,"In conclusion, we expect that our results wil encourage the growth of pure and large Ag3AuSe2 crystals that can serve to study chiral optical phenomena and may help to design scalable and tunable dark matter detectors in the future, based on the changes in the band structure caused by diﬀerent lattice constants.","These include the gyrotropic magnetic eﬀect, which is the rotation of the polarization plane of light as it transverses the material, and a quantized circular photogalvanic eﬀect, which is a photocurrent that grows linear in time induced by circularly polarized light set by fundamental constants only [39]. In conclusion, we expect that our results wil encourage the growth of pure and large Ag3AuSe2 crystals that can serve to study chiral optical phenomena and may help to design scalable and tunable dark matter detectors in the future, based on the changes in the band structure caused by diﬀerent lattice constants.",129/10.1088/2515-7639/ab3ea2
154/267,Preparation and properties of hgte and mixed crystals of hgte-cdte.,"[1] W.D. Lawson, S. Nielsen, E.H. Putley, and A.S. Young. Preparation and properties of hgte and mixed crystals of hgte-cdte.",129/10.1088/2515-7639/ab3ea2
157/267,Detection of sub-mev dark matter with three-dimensional dirac materials.,"[2] Yonit Hochberg, Yonatan Kahn, Mariangela Lisanti, Kathryn M. Zurek, Adolfo G. Grushin, Roni Ilan, Sin´ead M. Griﬃn, Zhen-Fei Liu, Sophie F. Weber, and Jeﬀrey B. Neaton. Detection of sub-mev dark matter with three-dimensional dirac materials.",129/10.1088/2515-7639/ab3ea2
168/267,Detecting superlight dark matter with fermi-degenerate materials.,"[6] Yonit Hochberg, Matt Pyle, Yue Zhao, and Kathryn M. Zurek. Detecting superlight dark matter with fermi-degenerate materials.",129/10.1088/2515-7639/ab3ea2
174/267,Detection of light dark matter with optical phonons in polar materials.,"[8] Simon Knapen, Tongyan Lin, Matt Pyle, and Kathryn M. Zurek. Detection of light dark matter with optical phonons in polar materials.",129/10.1088/2515-7639/ab3ea2
188/267,Topological quantum properties of chiral crystals.,"[13] Guoqing Chang, Benjamin J Wieder, Frank Schindler, Daniel S Sanchez, Ilya Belopolski, Shin- Ming Huang, Bahadur Singh, Di Wu, Tay-Rong Chang, Titus Neupert, Su-Yang Xu, Hsin Lin, and M Zahid Hasan. Topological quantum properties of chiral crystals.",129/10.1088/2515-7639/ab3ea2
194/267,Elastic and optoelectronic properties of novel ag3ause2 and ag3aute2 semiconductors.,"[15] M. Faizan, G. Murtaza, Sikander Azam, Saleem Ayaz Khan, Asif Mahmood, and Abdullah Yar. Elastic and optoelectronic properties of novel ag3ause2 and ag3aute2 semiconductors.",129/10.1088/2515-7639/ab3ea2
197/267,"Ab initio band structure calculations of the low-temperature phases of ag2se, ag2te and ag3ause2.","[16] C.M. Fang, R.A. de Groot, and G.A. Wiegers. Ab initio band structure calculations of the low-temperature phases of ag2se, ag2te and ag3ause2.",129/10.1088/2515-7639/ab3ea2
206/267,Topological quantum chemistry.,"[19] Barry Bradlyn, L. Elcoro, Jennifer Cano, M. G. Vergniory, Zhijun Wang, C. Felser, M. I. Aroyo, and B. Andrei Bernevig. Topological quantum chemistry.",129/10.1088/2515-7639/ab3ea2
249/267,Linear optical conductivity of chiral multifold fermions.,"[34] Miguel-´Angel S´anchez-Mart´ınez, Fernando de Juan, and Adolfo G. Grushin. Linear optical conductivity of chiral multifold fermions.",129/10.1088/2515-7639/ab3ea2
252/267,Optical conductivity of weyl semimetals and signatures of the gapped semimetal phase transition.,[35] C. J. Tabert and J. P. Carbotte. Optical conductivity of weyl semimetals and signatures of the gapped semimetal phase transition.,129/10.1088/2515-7639/ab3ea2
11/155,"As an instructive speciﬁc case, let us consider the ex- citonic effect [5] in a semiconductor, which would mani- fest itself as an enhancement of the imaginary part of  for frequencies close to the fundamental absorption edge.","While the density-response function of noninteracting electrons KS can be straightforwardly cal- culated in many cases of interest [e.g., for homogeneous electron gases (EG) in three and two dimensions it is given by the analytical Lindhard’s [3] and Stern’s [4] formulas, respectively], the construction of fxc, whose role is to account for dynamical many-body correlations, is a very challenging problem. As an instructive speciﬁc case, let us consider the ex- citonic effect [5] in a semiconductor, which would mani- fest itself as an enhancement of the imaginary part of  for frequencies close to the fundamental absorption edge.",26/10.1103/PhysRevLett.102.113001
21/155,"And indeed, when the q2 divergence has been introduced empirically in works dealing with the optical absorption spectrum of semiconductors [8–10], it has yielded a good TDDFT description of the excitonic effect.","Þ ¼ e2ð!Þ q2 (3) (we introduce the e2 so that  is dimensionless). And indeed, when the q2 divergence has been introduced empirically in works dealing with the optical absorption spectrum of semiconductors [8–10], it has yielded a good TDDFT description of the excitonic effect.",26/10.1103/PhysRevLett.102.113001
44/155,Þ ¼ e n0 mc ij þ e m2!2c X G0 jn0ðGÞj2 hL KSðG; 0Þ2  ½hL KSðG; !,Then Eq. (7) leads to ^KS;ijðG0;G0 0;!Þ¼ e!2 cG2LG;ijhL KSðG;!Þ þTG;ijhT KSðG;!Þ  GG0; (9) ^KS;ijðG0;0;!Þ¼ ^KS;jið0;G;!Þ ¼en0ðGÞ mc  ij hL KSðG;!Þ hL KSðG;0Þ LG;ij  ; (10) ^ KS;ijð0; 0; ! Þ ¼ e n0 mc ij þ e m2!2c X G0 jn0ðGÞj2 hL KSðG; 0Þ2  ½hL KSðG; !,26/10.1103/PhysRevLett.102.113001
54/155,Þ ¼  cG2 e!2 n0 n0ðGÞf½fhL xc ðG; !,"Similarly, for ^fxc we have from Eq. (8) ^fxc;ijðG0;G0 0;!Þ¼ c e!2G2½fhL xc ðG;!ÞLG;ij þfhT xc ðG;!ÞTG;ijGG0; (12) ^fxc;ijðG  0; 0; !Þ ¼ ^fxc;jið0; G; ! Þ ¼  cG2 e!2 n0 n0ðGÞf½fhL xc ðG; !",26/10.1103/PhysRevLett.102.113001
57/155,Þ ¼ c e!2 n2 0 X G0 G2jn0ðGÞj2f½fhL xc ðG; !,ÞTG;ijg; (13) ^f xc;ijð0; 0; ! Þ ¼ c e!2 n2 0 X G0 G2jn0ðGÞj2f½fhL xc ðG; !,26/10.1103/PhysRevLett.102.113001
69/155,Þ ¼ 1 n2 0q2 X G0 ðG  ^qÞ2½fhL xc ðG; !,Þ  fhL xc ðG; 0Þn0ðGÞ; (16) lim q!0fxcðq; q; ! Þ ¼ 1 n2 0q2 X G0 ðG  ^qÞ2½fhL xc ðG; !,26/10.1103/PhysRevLett.102.113001
97/155," 14 eV. In the range 3–5 eV of the main absorption in silicon, Re  χKS χ ˆ χ  ˆ χ KS, ˆ f xc ( ) ˆ χ KS −1, ˆ χ −1 ( ) χKS −1 −χ−1 fxc FIG. 1.","In the range 0–22 eV, the real part of ð!Þ is negative, changing sign for positive above 22 eV. It reaches its minimum of   0:1 at !  14 eV. In the range 3–5 eV of the main absorption in silicon, Re  χKS χ ˆ χ  ˆ χ KS, ˆ f xc ( ) ˆ χ KS −1, ˆ χ −1 ( ) χKS −1 −χ−1 fxc FIG. 1.",26/10.1103/PhysRevLett.102.113001
100/155,"This large difference may simply indicate that the nearly free electron model, while being adequate for simple metals and even for semiconductors in the high-frequency regime [18], is not sufﬁciently accurate for semiconductors at frequency lower than or comparable to the band gap.","PRL 102, 113001 (2009) P H Y S I C A L R E V I E W L E T T E R S week ending 20 MARCH 2009 113001-3changes from 0:01 to 0:03, which is an order of mag- nitude smaller than the empirical value of   0:2 found as the best ﬁt to the experimental spectrum in Ref. [8]. This large difference may simply indicate that the nearly free electron model, while being adequate for simple metals and even for semiconductors in the high-frequency regime [18], is not sufﬁciently accurate for semiconductors at frequency lower than or comparable to the band gap.",26/10.1103/PhysRevLett.102.113001
102/155,"[8,9] with the use of TDDFT together with the self-energies incorporated in the Green’s function via the GW approximation.","Another probable source of discrepancy is that our ap- proach is a pure TDDFT, whereas the value of   0:2 was obtained in Refs. [8,9] with the use of TDDFT together with the self-energies incorporated in the Green’s function via the GW approximation.",26/10.1103/PhysRevLett.102.113001
1/264,"However, it was only observed at extremely low temperatures due to the low ferromagnetic Curie temperature and the tiny magnetically induced gap.","PHYSICAL REVIEW B 94, 054113 (2016) Realization of stable ferromagnetic order in a topological insulator: Codoping-enhanced magnetism in 4 f transition metal doped Bi2Se3 Bei Deng,1 Yiou Zhang,1 S. B. Zhang,2 Yayu Wang,3 Ke He,3 and Junyi Zhu1,* 1Department of Physics, The Chinese University of Hong Kong, Hong Kong, China 2Department of Physics, Applied Physics, and Astronomy, Rensselaer Polytechnic Institute, Troy, New York 12180, USA 3Department of Physics, Tsinghua University, Beijing 100084, People’s Republic of China (Received 20 November 2015; revised manuscript received 18 July 2016; published 26 August 2016) The quantum anomalous Hall effect (QAHE) originates from a combination of the spin-orbital coupling and the breaking of time-reversal symmetry due to intrinsic ferromagnetic ordering and was recently observed in Cr and V doped magnetic topological insulators (TIs). However, it was only observed at extremely low temperatures due to the low ferromagnetic Curie temperature and the tiny magnetically induced gap.",163/10.1103/PhysRevB.94.054113
4/264,"Additionally, codoping is proposed to tune the Fermi level into the gap, which simultaneously improves the magnetic moment and the incorporation of magnetic ions.","We predict that Eu and Sm can introduce stable long-range ferromagnetic states in Bi2Se3, with large magnetic moments and low impurity disorders. Additionally, codoping is proposed to tune the Fermi level into the gap, which simultaneously improves the magnetic moment and the incorporation of magnetic ions.",163/10.1103/PhysRevB.94.054113
