original_index,positive_sentences,integrated_sentences,doi
14/415,"Many of them are veriﬁed in experiments, and substantially intrigue much interest in theories and experiments, such as three-dimensional (3D) topological insulator Bi2Se3 [17–19], Dirac semimetals Na3Bi [20, 21] and Cd3As2 [22, 23], Weyl semimetal TaAs [24–27], topological crystalline insulator SnTe [28, 29] and hourglass material KHgSb [30, 31] et al. To some extent, these topological electron bands are related to a ∗Electronic address: zjwang11@hotmail.com; The codes are available in the public repository: https://github.com/zjwang11/irvsp/. arXiv:2002.04032v3  [cond-mat.mtrl-sci]  12 Jan 20212 band-inversion feature.","During the period, lots of materials have theoretically been proposed to be topological insulators and topological semimetals, based on calculations within the density-functional theory (DFT) [10–16]. Many of them are veriﬁed in experiments, and substantially intrigue much interest in theories and experiments, such as three-dimensional (3D) topological insulator Bi2Se3 [17–19], Dirac semimetals Na3Bi [20, 21] and Cd3As2 [22, 23], Weyl semimetal TaAs [24–27], topological crystalline insulator SnTe [28, 29] and hourglass material KHgSb [30, 31] et al. To some extent, these topological electron bands are related to a ∗Electronic address: zjwang11@hotmail.com; The codes are available in the public repository: https://github.com/zjwang11/irvsp/. arXiv:2002.04032v3  [cond-mat.mtrl-sci]  12 Jan 20212 band-inversion feature.",65/10.1016/j.cpc.2020.107760
15/415,"Explicitly, there can be a band inversion between diﬀerent irreducible representations (IRs) of the little groups at k-points in the 3D Brillouin zone (BZ) [32].","Many of them are veriﬁed in experiments, and substantially intrigue much interest in theories and experiments, such as three-dimensional (3D) topological insulator Bi2Se3 [17–19], Dirac semimetals Na3Bi [20, 21] and Cd3As2 [22, 23], Weyl semimetal TaAs [24–27], topological crystalline insulator SnTe [28, 29] and hourglass material KHgSb [30, 31] et al. To some extent, these topological electron bands are related to a ∗Electronic address: zjwang11@hotmail.com; The codes are available in the public repository: https://github.com/zjwang11/irvsp/. arXiv:2002.04032v3  [cond-mat.mtrl-sci]  12 Jan 20212 band-inversion feature. Explicitly, there can be a band inversion between diﬀerent irreducible representations (IRs) of the little groups at k-points in the 3D Brillouin zone (BZ) [32].",65/10.1016/j.cpc.2020.107760
17/415,"Very recently, new insights about band theory have been used to classify all the nontrivial electron band topologies compatible with a given crystal structure [33–36].","In the situation of Dirac semimetals or nodal-line semimetals, the band inversion may happen on a high-symmetry line or in a high-symmetry plane. Very recently, new insights about band theory have been used to classify all the nontrivial electron band topologies compatible with a given crystal structure [33–36].",65/10.1016/j.cpc.2020.107760
32/415,"In addition, Wannier-based tight-binding (TB) models are widely used to study the topological properties of real materials, including topological surface states and symmetry indicators.","In fact, it works for 1651 magnetic space groups (MSGs), once the space group number of the unitary part of MSGs is correctly given. In addition, Wannier-based tight-binding (TB) models are widely used to study the topological properties of real materials, including topological surface states and symmetry indicators.",65/10.1016/j.cpc.2020.107760
126/415,"3: The character table of point group D3d, which is used to determine the IRs (i.e., PNG convention) for the energy bands at Γ of Bi2Se3 in irrep of the WIEN2k package. FIG.","In the absence of SOC (integer spin), TRS doubles the degeneracy of IRs in cases (b) and (c); while in the presence of SOC (half-integer spin), it doubles the degeneracy of the IRs in cases (a) and (b). FIG. 3: The character table of point group D3d, which is used to determine the IRs (i.e., PNG convention) for the energy bands at Γ of Bi2Se3 in irrep of the WIEN2k package. FIG.",65/10.1016/j.cpc.2020.107760
130/415,"CAPABILITIES OF IRVSP In the study of the properties of a material, the determination of IRs of computed electron bands is of great interest to diagnose the band crossing/anti-crossing, degeneracy and band topology.","By comparing the obtained traces and the characters of the CRTs, the IRs can be determined (see diﬀerent versions in Appendix 5). IV. CAPABILITIES OF IRVSP In the study of the properties of a material, the determination of IRs of computed electron bands is of great interest to diagnose the band crossing/anti-crossing, degeneracy and band topology.",65/10.1016/j.cpc.2020.107760
155/415,"In the obtained band structure (BS) along the high-symmetry lines (Fig. 5(a)), we note that there is a tiny gap (∼10 meV) between two sixfold degeneracies at R. Then, we want to know the corresponding IRs of two sixfold degeneracies and how they are going to evolve under strains.","We adopt the experimental lattice constant a [57–59] and fully relax the coordinates of inner atomic positions. In the obtained band structure (BS) along the high-symmetry lines (Fig. 5(a)), we note that there is a tiny gap (∼10 meV) between two sixfold degeneracies at R. Then, we want to know the corresponding IRs of two sixfold degeneracies and how they are going to evolve under strains.",65/10.1016/j.cpc.2020.107760
157/415,"Their electronic band structures are shown in Figs. 5 (b) and (c), respectively.","For this purpose, we performed the calculations with diﬀerent tensile strains (i.e., ∆a/a = 0.31% and ∆a/a = 0.62%). Their electronic band structures are shown in Figs. 5 (b) and (c), respectively.",65/10.1016/j.cpc.2020.107760
164/415,"It is shown that the energy ordering of electron bands is changed at R under tiny strains.9 Γ R X Γ R X (d) (e) (f) (a) (b) (c) -1 -0.5  0  0.5  1 Γ X M Γ R X|M R Energy (eV) Γ X M Γ R X|M R Γ X M Γ R X|M R -0.5 -0.45 -0.4 -0.35 -0.3 -0.25 -0.2 Energy (eV) P Q S4 S3 81,82 79,80 R11+R11 R10+R10 R5+R6 R11+R11 R10+R10 R5+R6 FIG.","The number of total electrons is 80 for PdSb2. It is shown that the energy ordering of electron bands is changed at R under tiny strains.9 Γ R X Γ R X (d) (e) (f) (a) (b) (c) -1 -0.5  0  0.5  1 Γ X M Γ R X|M R Energy (eV) Γ X M Γ R X|M R Γ X M Γ R X|M R -0.5 -0.45 -0.4 -0.35 -0.3 -0.25 -0.2 Energy (eV) P Q S4 S3 81,82 79,80 R11+R11 R10+R10 R5+R6 R11+R11 R10+R10 R5+R6 FIG.",65/10.1016/j.cpc.2020.107760
165/415,"5: Electronic band structures of PdSb2 without strain (a), with 0.31% (b) and 0.62% (c) tensile strains.","It is shown that the energy ordering of electron bands is changed at R under tiny strains.9 Γ R X Γ R X (d) (e) (f) (a) (b) (c) -1 -0.5  0  0.5  1 Γ X M Γ R X|M R Energy (eV) Γ X M Γ R X|M R Γ X M Γ R X|M R -0.5 -0.45 -0.4 -0.35 -0.3 -0.25 -0.2 Energy (eV) P Q S4 S3 81,82 79,80 R11+R11 R10+R10 R5+R6 R11+R11 R10+R10 R5+R6 FIG. 5: Electronic band structures of PdSb2 without strain (a), with 0.31% (b) and 0.62% (c) tensile strains.",65/10.1016/j.cpc.2020.107760
169/415,"The two crossing bands along R–X belong to S3 (yellow) and S4 (cyan), respectively.","The diﬀerent IRs at R are labeled by green triangles (R11+R11), orange squares (R10+R10) and purple circles (R5+R6). The two crossing bands along R–X belong to S3 (yellow) and S4 (cyan), respectively.",65/10.1016/j.cpc.2020.107760
191/415,"The ﬁrst three columns stand for the band indices, degeneracies, and the energies (without subtracting the Fermi energy EF ).","The CRT of the R-little group is shown in Fig. S1 in Appendix 4. The ﬁrst three columns stand for the band indices, degeneracies, and the energies (without subtracting the Fermi energy EF ).",65/10.1016/j.cpc.2020.107760
298/415,"• real(dp), dimension(num bands), intent(in) :: ene band The energy of the bands at the k-point.","• integer, intent(in) :: m, n The IRs of the set of bands [m, n] are computed. • real(dp), dimension(num bands), intent(in) :: ene band The energy of the bands at the k-point.",65/10.1016/j.cpc.2020.107760
346/415,"[3] C. L. Kane and E. J. Mele, Physical review letters 95, 226801 (2005).","[2] M. K¨onig, S. Wiedmann, C. Br¨une, A. Roth, H. Buhmann, L. W. Molenkamp, X.-L. Qi, and S.-C. Zhang, Science 318, 766 (2007). [3] C. L. Kane and E. J. Mele, Physical review letters 95, 226801 (2005).",65/10.1016/j.cpc.2020.107760
7/224,"In recent years, the interest to ferroelectric oxides was revitalized due to the appearance of new ideas how to increase the eﬃciency of solar energy converters based on the bulk photovoltaic eﬀect.3,4 The main disadvantage of ferroelectric oxides is their comparatively wide energy gap (∼3 eV), as a result of which they absorb only a small part of solar radiation.","In particular, the idea of practical application of the bulk photovoltaic eﬀect con- sisting in the appearance of a photocurrent or very high photovoltages upon illumination of homogeneous crystals without an inversion center (including ferroelectrics)1 has been discussed since 1970s.2 However, since the quantum yield of this eﬀect was low, the idea was not used in prac- tice. In recent years, the interest to ferroelectric oxides was revitalized due to the appearance of new ideas how to increase the eﬃciency of solar energy converters based on the bulk photovoltaic eﬀect.3,4 The main disadvantage of ferroelectric oxides is their comparatively wide energy gap (∼3 eV), as a result of which they absorb only a small part of solar radiation.",193/10.1134/S106378341708025X
9/224,"Recent theoretical works showed that the substitution for Ti in PbTiO3 with an impurity having d8 electron conﬁguration (Ni, Pd, Pt) compensated by an oxygen va- cancy made it possible to decrease the energy gap of this material.6,7 The experimental studies of SrTiO3 doped with a number of 3d elements (Mn, Fe, Co, and Ni)8–13 showed that the doping of SrTiO3 results in a strong ab- sorption of light in the visible region and this eﬀect is the most signiﬁcant for Co and Ni impurities.","To solve this problem, it has long been proposed to dope the oxides with 3d elements5 that in some cases can result in the formation of color centers. Recent theoretical works showed that the substitution for Ti in PbTiO3 with an impurity having d8 electron conﬁguration (Ni, Pd, Pt) compensated by an oxygen va- cancy made it possible to decrease the energy gap of this material.6,7 The experimental studies of SrTiO3 doped with a number of 3d elements (Mn, Fe, Co, and Ni)8–13 showed that the doping of SrTiO3 results in a strong ab- sorption of light in the visible region and this eﬀect is the most signiﬁcant for Co and Ni impurities.",193/10.1134/S106378341708025X
19/224,The calculations of the electronic structure of nickel-doped samples revealed the formation of an impu- rity band in the forbidden gap of BaTiO3 and SrTiO3 and explained the origin of the strong impurity absorption.,The ﬁrst- principle calculations explained this result by diﬀerent energies of the oxygen vacancy formation in SrTiO3 and BaTiO3. The calculations of the electronic structure of nickel-doped samples revealed the formation of an impu- rity band in the forbidden gap of BaTiO3 and SrTiO3 and explained the origin of the strong impurity absorption.,193/10.1134/S106378341708025X
