original_index,positive_sentences,integrated_sentences,doi
165/419,"Rivera, P., Schaibley, J. R., Jones, A. M., Ross, J. S., Wu, S., Aivazian, G., Klement, P.,  Seyler, K., Clark, G., Ghimire, N. J., Yan, J., Mandrus, D. G., Yao, W. & Xu, X. Observation of  long-lived interlayer excitons in monolayer MoSe2–WSe2 heterostructures.","Nature Reviews Materials 1, 16042, (2016). 6. Rivera, P., Schaibley, J. R., Jones, A. M., Ross, J. S., Wu, S., Aivazian, G., Klement, P.,  Seyler, K., Clark, G., Ghimire, N. J., Yan, J., Mandrus, D. G., Yao, W. & Xu, X. Observation of  long-lived interlayer excitons in monolayer MoSe2–WSe2 heterostructures.",12/10.1038/s41563-020-0670-3
167/419,"7. Xu, W., Liu, W., Schmidt, J. F., Zhao, W., Lu, X., Raab, T., Diederichs, C., Gao, W.,  Seletskiy, D. V. & Xiong, Q. Correlated fluorescence blinking in two-dimensional  semiconductor heterostructures.","Nat Commun 6,  6242, (2015). 7. Xu, W., Liu, W., Schmidt, J. F., Zhao, W., Lu, X., Raab, T., Diederichs, C., Gao, W.,  Seletskiy, D. V. & Xiong, Q. Correlated fluorescence blinking in two-dimensional  semiconductor heterostructures.",12/10.1038/s41563-020-0670-3
169/419,"Nagler, P., Plechinger, G., Ballottin, M. V., Mitioglu, A., Meier, S., Paradiso, N., Strunk, C.,  Chernikov, A., Christianen, P. C. M., Schüller, C. & Korn, T. Interlayer exciton dynamics in a  dichalcogenide monolayer heterostructure.","Nature 541, 62-67, (2017). 8. Nagler, P., Plechinger, G., Ballottin, M. V., Mitioglu, A., Meier, S., Paradiso, N., Strunk, C.,  Chernikov, A., Christianen, P. C. M., Schüller, C. & Korn, T. Interlayer exciton dynamics in a  dichalcogenide monolayer heterostructure.",12/10.1038/s41563-020-0670-3
171/419,"Kunstmann, J., Mooshammer, F., Nagler, P., Chaves, A., Stein, F., Paradiso, N., Plechinger,  G., Strunk, C., Schüller, C., Seifert, G., Reichman, D. R. & Korn, T. Momentum-space indirect  interlayer excitons in transition-metal dichalcogenide van der Waals heterostructures.","2D Materials 4, 025112, (2017). 9. Kunstmann, J., Mooshammer, F., Nagler, P., Chaves, A., Stein, F., Paradiso, N., Plechinger,  G., Strunk, C., Schüller, C., Seifert, G., Reichman, D. R. & Korn, T. Momentum-space indirect  interlayer excitons in transition-metal dichalcogenide van der Waals heterostructures.",12/10.1038/s41563-020-0670-3
177/419,"Zhang, C., Chuu, C.-P., Ren, X., Li, M.-Y., Li, L.-J., Jin, C., Chou, M.-Y. & Shih, C.-K.  Interlayer couplings, Moiré patterns, and 2D electronic superlattices in MoS2/WSe2 hetero- bilayers.","Nat Phys 11,  998-1004, (2015). 12. Zhang, C., Chuu, C.-P., Ren, X., Li, M.-Y., Li, L.-J., Jin, C., Chou, M.-Y. & Shih, C.-K.  Interlayer couplings, Moiré patterns, and 2D electronic superlattices in MoS2/WSe2 hetero- bilayers.",12/10.1038/s41563-020-0670-3
179/419,"Yu, H., Liu, G.-B. & Yao, W. Brightened spin-triplet interlayer excitons and optical selection  rules in van der Waals heterobilayers.","Sci Adv 3, e1601459, (2017). 13. Yu, H., Liu, G.-B. & Yao, W. Brightened spin-triplet interlayer excitons and optical selection  rules in van der Waals heterobilayers.",12/10.1038/s41563-020-0670-3
183/419,"Seyler, K. L., Rivera, P., Yu, H., Wilson, N. P., Ray, E. L., Mandrus, D. G., Yan, J., Yao, W.  & Xu, X. Signatures of moiré-trapped valley excitons in MoSe2/WSe2 heterobilayers.","Nature 567, 71-75, (2019). 15. Seyler, K. L., Rivera, P., Yu, H., Wilson, N. P., Ray, E. L., Mandrus, D. G., Yan, J., Yao, W.  & Xu, X. Signatures of moiré-trapped valley excitons in MoSe2/WSe2 heterobilayers.",12/10.1038/s41563-020-0670-3
185/419,"Jin, C., Regan, E. C., Yan, A., Iqbal Bakti Utama, M., Wang, D., Zhao, S., Qin, Y., Yang, S.,  Zheng, Z., Shi, S., Watanabe, K., Taniguchi, T., Tongay, S., Zettl, A. & Wang, F. Observation of  moiré excitons in WSe2/WS2 heterostructure superlattices.","Nature  567, 66-70, (2019). 16. Jin, C., Regan, E. C., Yan, A., Iqbal Bakti Utama, M., Wang, D., Zhao, S., Qin, Y., Yang, S.,  Zheng, Z., Shi, S., Watanabe, K., Taniguchi, T., Tongay, S., Zettl, A. & Wang, F. Observation of  moiré excitons in WSe2/WS2 heterostructure superlattices.",12/10.1038/s41563-020-0670-3
189/419,"Zhang, N., Surrente, A., Baranowski, M., Maude, D. K., Gant, P., Castellanos-Gomez, A. &  Plochocka, P. Moiré Intralayer Excitons in a MoSe2/MoS2 Heterostructure.","Nature 567, 81-86,  (2019). 18. Zhang, N., Surrente, A., Baranowski, M., Maude, D. K., Gant, P., Castellanos-Gomez, A. &  Plochocka, P. Moiré Intralayer Excitons in a MoSe2/MoS2 Heterostructure.",12/10.1038/s41563-020-0670-3
191/419,"Ciarrocchi, A., Unuchek, D., Avsar, A., Watanabe, K., Taniguchi, T. & Kis, A. Polarization  switching and electrical control of interlayer excitons in two-dimensional van der Waals  heterostructures.","Nano Lett 18, 7651- 7657, (2018). 19. Ciarrocchi, A., Unuchek, D., Avsar, A., Watanabe, K., Taniguchi, T. & Kis, A. Polarization  switching and electrical control of interlayer excitons in two-dimensional van der Waals  heterostructures.",12/10.1038/s41563-020-0670-3
195/419,"Snoke, D., Denev, S., Liu, Y., Pfeiffer, L. & West, K. Long-range transport in excitonic dark  states in coupled quantum wells.","Physical Review 109,  1492-1505, (1958). 21. Snoke, D., Denev, S., Liu, Y., Pfeiffer, L. & West, K. Long-range transport in excitonic dark  states in coupled quantum wells.",12/10.1038/s41563-020-0670-3
201/419,"Unuchek, D., Ciarrocchi, A., Avsar, A., Watanabe, K., Taniguchi, T. & Kis, A. Room- temperature electrical control of exciton flux in a van der Waals heterostructure.","Phys Rev Lett 103,  126402, (2009). 24. Unuchek, D., Ciarrocchi, A., Avsar, A., Watanabe, K., Taniguchi, T. & Kis, A. Room- temperature electrical control of exciton flux in a van der Waals heterostructure.",12/10.1038/s41563-020-0670-3
207/419,"Gong, Y., Lin, J., Wang, X., Shi, G., Lei, S., Lin, Z., Zou, X., Ye, G., Vajtai, R., Yakobson,  B. I., Terrones, H., Terrones, M., Tay, Beng K., Lou, J., Pantelides, S. T., Liu, Z., Zhou, W. &  Ajayan, P. M. Vertical and in-plane heterostructures from WS2/MoS2 monolayers.","Nat Mater 12, 554, (2013). 27. Gong, Y., Lin, J., Wang, X., Shi, G., Lei, S., Lin, Z., Zou, X., Ye, G., Vajtai, R., Yakobson,  B. I., Terrones, H., Terrones, M., Tay, Beng K., Lou, J., Pantelides, S. T., Liu, Z., Zhou, W. &  Ajayan, P. M. Vertical and in-plane heterostructures from WS2/MoS2 monolayers.",12/10.1038/s41563-020-0670-3
212/419,"Kang, J., Tongay, S., Zhou, J., Li, J. & Wu, J. Band offsets and heterostructures of two- dimensional semiconductors.","ACS Nano 8, 2951-2958, (2014). 29. Kang, J., Tongay, S., Zhou, J., Li, J. & Wu, J. Band offsets and heterostructures of two- dimensional semiconductors.",12/10.1038/s41563-020-0670-3
214/419,"Zheng, B., Ma, C., Li, D., Lan, J., Zhang, Z., Sun, X., Zheng, W., Yang, T., Zhu, C., Ouyang,  G., Xu, G., Zhu, X., Wang, X. & Pan, A. Band Alignment Engineering in Two-Dimensional  Lateral Heterostructures.","Appl Phys Lett 102, 012111, (2013). 30. Zheng, B., Ma, C., Li, D., Lan, J., Zhang, Z., Sun, X., Zheng, W., Yang, T., Zhu, C., Ouyang,  G., Xu, G., Zhu, X., Wang, X. & Pan, A. Band Alignment Engineering in Two-Dimensional  Lateral Heterostructures.",12/10.1038/s41563-020-0670-3
218/419,"Guo, Z., Wan, Y., Yang, M., Snaider, J., Zhu, K. & Huang, L. Long-range hot-carrier  transport in hybrid perovskites visualized by ultrafast microscopy.","Nat Nanotech 13, 994-1003, (2018). 32. Guo, Z., Wan, Y., Yang, M., Snaider, J., Zhu, K. & Huang, L. Long-range hot-carrier  transport in hybrid perovskites visualized by ultrafast microscopy.",12/10.1038/s41563-020-0670-3
220/419,"Zhu, T., Yuan, L., Zhao, Y., Zhou, M., Wan, Y., Mei, J. & Huang, L. Highly mobile charge- transfer excitons in two-dimensional WS2/tetracene heterostructures.","Science 356, 59-62, (2017). 33. Zhu, T., Yuan, L., Zhao, Y., Zhou, M., Wan, Y., Mei, J. & Huang, L. Highly mobile charge- transfer excitons in two-dimensional WS2/tetracene heterostructures.",12/10.1038/s41563-020-0670-3
222/419,"Zhu, X., Monahan, N. R., Gong, Z., Zhu, H., Williams, K. W. & Nelson, C. A. Charge  Transfer Excitons at van der Waals Interfaces.","Sci Adv 4, eaao3104,  (2018).18 34. Zhu, X., Monahan, N. R., Gong, Z., Zhu, H., Williams, K. W. & Nelson, C. A. Charge  Transfer Excitons at van der Waals Interfaces.",12/10.1038/s41563-020-0670-3
224/419,"Vörös, Z., Balili, R., Snoke, D. W., Pfeiffer, L. & West, K. Long-Distance Diffusion of  Excitons in Double Quantum Well Structures.","J Amer Chem Soc 137, 8313-8320, (2015). 35. Vörös, Z., Balili, R., Snoke, D. W., Pfeiffer, L. & West, K. Long-Distance Diffusion of  Excitons in Double Quantum Well Structures.",12/10.1038/s41563-020-0670-3
228/419,"Ivanov, A. L. Quantum diffusion of dipole-oriented indirect excitons in coupled quantum  wells.","Phys Rev B 73, 033319, (2006). 37. Ivanov, A. L. Quantum diffusion of dipole-oriented indirect excitons in coupled quantum  wells.",12/10.1038/s41563-020-0670-3
232/419,"Merkl, P., Mooshammer, F., Steinleitner, P., Girnghuber, A., Lin, K. Q., Nagler, P., Holler,  J., Schuller, C., Lupton, J. M., Korn, T., Ovesen, S., Brem, S., Malic, E. & Huber, R. Ultrafast  transition between exciton phases in van der Waals heterostructures.","Phys Rev B 92, 165121, (2015). 39. Merkl, P., Mooshammer, F., Steinleitner, P., Girnghuber, A., Lin, K. Q., Nagler, P., Holler,  J., Schuller, C., Lupton, J. M., Korn, T., Ovesen, S., Brem, S., Malic, E. & Huber, R. Ultrafast  transition between exciton phases in van der Waals heterostructures.",12/10.1038/s41563-020-0670-3
253/419,"A  picosecond pulsed diode laser (Pico-Quant, LDH-P-C-450B) with an excitation energy of 2.8 eV  and a repetition rate of 40 MHz was used to excite the sample.","The convergence semiangle is about 28 mard.20 Confocal photoluminescence (PL) microscopy   PL measurements were performed by employing a home-built confocal PL microscope. A  picosecond pulsed diode laser (Pico-Quant, LDH-P-C-450B) with an excitation energy of 2.8 eV  and a repetition rate of 40 MHz was used to excite the sample.",12/10.1038/s41563-020-0670-3
261/419,"Briefly, a Ti:  Sapphire oscillator (Coherent Mira 900) pumped by a Verdi diode laser (Verdi V18) was used as  the fundamental light source (1.60 eV, 76 MHz, 200 fs).","Transient absorption microscopy (TAM) and spectroscopy   Transient absorption dynamics and transport measurements were taken using a home-built TAM  system, performed in the reflection mode, schematically shown in Fig. S13. Briefly, a Ti:  Sapphire oscillator (Coherent Mira 900) pumped by a Verdi diode laser (Verdi V18) was used as  the fundamental light source (1.60 eV, 76 MHz, 200 fs).",12/10.1038/s41563-020-0670-3
262/419,"70% of the pulse energy was fed into  the optical parametric oscillator (OPO) (Coherent Mira OPO) to generate the probe beam at 2.00  eV, while the remaining 30% was served as the pump beam.","Briefly, a Ti:  Sapphire oscillator (Coherent Mira 900) pumped by a Verdi diode laser (Verdi V18) was used as  the fundamental light source (1.60 eV, 76 MHz, 200 fs). 70% of the pulse energy was fed into  the optical parametric oscillator (OPO) (Coherent Mira OPO) to generate the probe beam at 2.00  eV, while the remaining 30% was served as the pump beam.",12/10.1038/s41563-020-0670-3
